财务风险,权益乘数(含少数股权的净资产),1.124274,1.115587,1.113431,1.152413,1.114241,1.122248,1.1398,1.145795,,1.160307,,1.166133,1.158714,1.138124,1.209945,1.372031,1.727701,2.230675
财务风险,产权比率,12.43046,11.561724,11.34562,15.245018,11.426746,12.227969,13.984033,14.583528,,16.038105,,16.6206,15.878275,13.818372,21.007653,37.216961,72.804556,123.931507
财务风险,现金比率,1.856446,1.575776,1.878893,1.438167,2.000318,2.056814,1.629295,1.459706,,1.922118,,,,2.412582,1.613342,1.898539,0.582158,0.210895
营运能力,应收账款周转率,1.714076,7.778908,5.595333,3.691113,1.762863,7.479312,5.157312,3.199673,,5.801326,,,,7.127706,3.470212,7.573651,6.102412,3.426094
营运能力,应收账款周转天数,52.506418,46.278983,48.254493,48.765773,51.053312,48.132764,52.352844,56.255738,,62.054773,,72.355632,78.354756,50.507133,51.870026,47.533211,58.993057,105.075909
营运能力,存货周转率,953.154992,4086.776049,1452.2506,1791.504153,699.52084,3923.766689,1372.580843,1185.585968,,2860.625779,,,,3874.497247,1239.178649,4085.581327,3960.338591,4076.181143
营运能力,存货周转天数,0.094423,0.088088,0.185918,0.100474,0.128659,0.091748,0.196709,0.151823,,0.125846,,,0.171087,0.092915,0.145257,0.088114,0.090901,0.088317
营运能力,总资产周转率,0.172092,0.794772,0.587019,0.383601,0.184459,0.816154,0.612009,0.388921,,0.677099,,0.279542,0.13061,1.002609,0.589572,1.214771,1.186625,0.789561
营运能力,总资产周转天数,522.974475,452.959634,459.950424,469.237188,487.911118,441.092918,441.169702,462.81871,,531.679988,,643.91004,689.074101,359.062941,305.305931,296.352032,303.381374,455.949156
营运能力,流动资产周转率,0.579373,2.526697,1.803748,1.158538,0.550511,2.282931,1.710338,1.1043,,1.710918,,,,2.004646,1.143974,2.526643,3.651442,2.449027
营运能力,流动资产周转天数,155.340149,142.478479,149.688291,155.3681,163.484214,157.691979,157.863502,162.999091,,210.413292,,257.313482,278.647765,179.582808,157.346229,142.48149,98.591164,146.997099
营运能力,应付账款周转率,2.316154,10.033786,7.93528,4.967635,2.511456,9.612488,7.203737,4.467292,,7.800228,,,,8.244779,4.584666,6.42248,3.987074,2.674426
