选项,指标,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20191231,20181231,20171231
财务风险,权益乘数(含少数股权的净资产),2.403712,2.566045,2.540656,2.502771,2.169731,2.173458,2.183479,2.154335,2.03606,1.473424,1.392305,1.407337,1.440576,1.50178,1.572169,1.572078,1.574725,2.093821,2.096367,2.053886,,2.218702,2.339458,,2.463053,2.897565,2.946016
财务风险,产权比率,143.070256,161.089816,157.516854,153.514398,117.6883,118.357921,119.470514,116.479761,104.654969,47.515311,39.416696,40.939738,43.87816,50.035983,57.245384,56.881508,57.143462,108.249007,,104.233358,,120.605926,132.433636,,144.582853,187.118809,192.55317
财务风险,现金比率,0.476409,0.453176,0.42287,0.471265,0.501291,0.718687,0.634498,0.753875,0.64806,1.313287,1.362644,1.247377,1.162429,1.362139,1.015493,1.149997,1.205839,0.599484,,0.386117,,0.678106,0.609744,,0.503435,0.356442,0.378248
营运能力,应收账款周转率,1.343002,5.600373,3.888517,2.235934,1.052692,5.3529,3.532688,2.156955,0.934286,3.508994,2.527452,1.637469,0.805958,3.981389,2.754061,1.79262,0.881624,4.180086,,1.955637,,4.06067,2.862949,,3.372548,2.854785,2.793874
营运能力,应收账款周转天数,67.014046,64.281429,69.435199,80.503269,85.495091,67.253254,76.429043,83.450941,96.330156,102.593479,106.826951,109.925699,111.668333,90.420688,98.037011,100.411673,102.084228,86.122622,74.569653,92.041619,,88.655299,94.30832,,106.744212,126.104054,128.853337
营运能力,存货周转率,0.854674,5.298579,4.320483,2.827731,1.530164,11.503271,8.059624,4.774717,2.198154,20.303125,13.191977,9.470728,4.791765,21.866075,14.526526,10.089982,4.79295,18.868009,,8.586148,,15.076999,9.862185,,12.533167,10.134783,9.008944
营运能力,存货周转天数,105.303187,67.942738,62.493,63.655258,58.817216,31.295443,33.500318,37.698561,40.943437,17.731259,20.466983,19.00593,18.78222,16.463859,18.586686,17.839475,18.777577,19.079913,,20.963996,,23.877429,27.377297,,28.723783,35.521233,39.960287
营运能力,总资产周转率,0.270056,1.387084,1.013163,0.642762,0.306313,1.614291,1.148273,0.661051,0.296465,1.146059,0.868983,0.582085,0.284205,1.493302,1.094936,0.716139,0.344345,1.699334,1.256121,0.832357,,1.518924,1.101019,,1.362877,1.146807,1.044909
营运能力,总资产周转天数,333.263176,259.537268,266.492002,280.041327,293.816686,223.008089,235.135599,272.293435,303.577031,314.119818,310.707949,309.232742,316.672534,241.076369,246.589677,251.347714,261.365193,211.847692,214.947439,216.253197,,237.009858,245.22721,,264.146982,313.914841,344.527309
营运能力,流动资产周转率,0.325165,1.700486,1.23934,0.790176,0.381497,1.985276,1.389957,0.799165,0.359627,1.395705,1.036314,0.69475,0.342443,1.796667,1.315917,0.853784,0.402424,2.034107,,1.004098,,1.823803,1.322136,,1.660774,1.411042,1.301611
营运能力,流动资产周转天数,276.782246,211.704165,217.857775,227.797274,235.912686,181.334921,194.25054,225.234814,250.258633,257.934118,260.538697,259.085731,262.81699,200.371008,205.18011,210.826035,223.644345,176.981796,172.175052,179.265319,,197.389656,204.214943,,216.76627,255.130518,276.580296
营运能力,应付账款周转率,2.209867,10.109667,7.929818,4.785335,2.822398,21.523797,17.689701,15.878699,7.678941,90.442918,81.726774,55.625776,27.782419,126.038112,121.201323,75.496249,37.435397,144.423004,,74.893892,,110.207337,88.944625,,60.707926,39.716068,39.116732
