date,imports
1970-01-01 00:00:00.189088000,5.60350015
1970-01-01 00:00:00.189545000,9.64784346
1970-01-01 00:00:00.190493000,-3.44796827
1970-01-01 00:00:00.192119000,-4.08240359
1970-01-01 00:00:00.192189000,-9.91900466
1970-01-01 00:00:00.193161000,4.81132272
1970-01-01 00:00:00.193561000,16.94709764
1970-01-01 00:00:00.193606315,8.18877602
1970-01-01 00:00:00.194755000,2.93029243
1970-01-01 00:00:00.195596000,-6.14243813
1970-01-01 00:00:00.196161000,-9.79496603
1970-01-01 00:00:00.196593000,8.94784688
1970-01-01 00:00:00.197944000,7.95584726
1970-01-01 00:00:00.198043000,7.28462881
1970-01-01 00:00:00.198234435,26.06042582
1970-01-01 00:00:00.198936000,-3.88159872
1970-01-01 00:00:00.199229682,4.92261437
1970-01-01 00:00:00.199469000,1.95810257
1970-01-01 00:00:00.199483191,-6.10956499
1970-01-01 00:00:00.199876000,-20.81694965
1970-01-01 00:00:00.202083000,9.12167199
1970-01-01 00:00:00.204385038,-16.13920938
1970-01-01 00:00:00.204923000,6.48040272
1970-01-01 00:00:00.206428326,-6.29936361
1970-01-01 00:00:00.206771000,-11.66780003
1970-01-01 00:00:00.207037000,-3.91184755
1970-01-01 00:00:00.207367000,8.20352878
1970-01-01 00:00:00.208330000,-4.19490782
1970-01-01 00:00:00.208640924,2.11605978
1970-01-01 00:00:00.209097000,12.62186248
1970-01-01 00:00:00.211563000,-2.65347174
1970-01-01 00:00:00.211587567,-18.01016883
1970-01-01 00:00:00.211592000,8.94979707
1970-01-01 00:00:00.212465709,-5.76280867
1970-01-01 00:00:00.212744000,6.79895649
1970-01-01 00:00:00.212846693,16.12848924
1970-01-01 00:00:00.212978599,-4.72595007
1970-01-01 00:00:00.213562000,15.0801815
1970-01-01 00:00:00.213917758,-4.29765726
1970-01-01 00:00:00.214403000,6.996926
1970-01-01 00:00:00.214759000,-6.8404276
1970-01-01 00:00:00.214775662,-1.49057931
1970-01-01 00:00:00.214796000,-22.68762173
1970-01-01 00:00:00.214873286,1.34974883
1970-01-01 00:00:00.215596000,-7.16665692
1970-01-01 00:00:00.215839000,17.48364282
1970-01-01 00:00:00.216949000,1.9998502
1970-01-01 00:00:00.218008133,9.52128991
1970-01-01 00:00:00.218214874,-0.56652465
1970-01-01 00:00:00.220850000,-10.07756187
1970-01-01 00:00:00.221442325,7.96612459
1970-01-01 00:00:00.221659069,-18.80831822
1970-01-01 00:00:00.221772397,9.17670902
1970-01-01 00:00:00.223136000,14.64772536
1970-01-01 00:00:00.224294000,0.35701319
1970-01-01 00:00:00.225398000,2.35088014
1970-01-01 00:00:00.227430000,13.21190321
1970-01-01 00:00:00.231523000,0.15050309
1970-01-01 00:00:00.234372876,0.42044187
1970-01-01 00:00:00.236229943,-11.98444744
1970-01-01 00:00:00.236839118,4.97308582
1970-01-01 00:00:00.238612878,14.66482533
1970-01-01 00:00:00.238638083,3.86608368
1970-01-01 00:00:00.240543051,35.19555357
1970-01-01 00:00:00.263091278,-2.78296411
1970-01-01 00:00:00.263229261,-0.99944401
1970-01-01 00:00:00.263382206,-1.90520057
1970-01-01 00:00:00.266912158,7.68829103
1970-01-01 00:00:00.268965296,-3.19232382
1970-01-01 00:00:00.272869482,21.94705646
1970-01-01 00:00:00.274198382,-1.35406541
1970-01-01 00:00:00.279138166,22.07557958
1970-01-01 00:00:00.280304246,4.7513306
1970-01-01 00:00:00.280778782,-5.81615481
1970-01-01 00:00:00.280918556,6.27369522
1970-01-01 00:00:00.281278374,-1.91739628
1970-01-01 00:00:00.281687569,6.86927839
1970-01-01 00:00:00.283376665,-0.90291576
1970-01-01 00:00:00.283838806,7.56638839
1970-01-01 00:00:00.284408501,-15.50995392
1970-01-01 00:00:00.288077191,-9.91475083
1970-01-01 00:00:00.290615312,6.09908671
1970-01-01 00:00:00.291717286,-0.32743728
1970-01-01 00:00:00.292628693,2.39414393
1970-01-01 00:00:00.293171355,3.659845
1970-01-01 00:00:00.293613877,-10.24413349
1970-01-01 00:00:00.296452812,2.17586309
1970-01-01 00:00:00.296899982,1.36189065
1970-01-01 00:00:00.299119981,-9.46512961
1970-01-01 00:00:00.299819425,-10.82655232
1970-01-01 00:00:00.300223715,3.14412761
1970-01-01 00:00:00.301603113,0.16769387
1970-01-01 00:00:00.302448025,14.62384144
1970-01-01 00:00:00.303276227,2.22990466
1970-01-01 00:00:00.303372463,2.27315865
1970-01-01 00:00:00.303898564,2.29638711
1970-01-01 00:00:00.304698741,1.03779455
1970-01-01 00:00:00.304923391,-9.46985287
1970-01-01 00:00:00.306224051,-2.63376694
1970-01-01 00:00:00.307235753,-5.45326804
1970-01-01 00:00:00.308242308,0.90582073
1970-01-01 00:00:00.308855475,-3.82500264
1970-01-01 00:00:00.310386496,1.81859344
1970-01-01 00:00:00.311877394,0.66285797
1970-01-01 00:00:00.313084696,15.03286396
1970-01-01 00:00:00.315120902,3.81903871
1970-01-01 00:00:00.315633597,-2.8956044
1970-01-01 00:00:00.318242611,1.15685777
1970-01-01 00:00:00.321045179,29.20886559
1970-01-01 00:00:00.321229455,6.15368329
1970-01-01 00:00:00.321313338,-1.63215004
1970-01-01 00:00:00.323277032,-1.0073342
1970-01-01 00:00:00.323406642,1.01523601
1970-01-01 00:00:00.324277287,17.83661975
1970-01-01 00:00:00.324279608,-19.13756781
1970-01-01 00:00:00.324688563,-0.96479861
1970-01-01 00:00:00.327463192,-0.38095428
1970-01-01 00:00:00.328175281,8.67658249
1970-01-01 00:00:00.330002238,1.38934005
1970-01-01 00:00:00.335645884,7.41945358
1970-01-01 00:00:00.339662266,-2.59200094
1970-01-01 00:00:00.356577099,-3.85133787
1970-01-01 00:00:00.357317289,11.17018851
1970-01-01 00:00:00.359442136,1.52988998
