datetime,intraday_ret
2025-05-28,-0.339634831504974
2025-05-29,-0.3473249261354515
2025-05-30,-0.34532393169111975
2025-06-03,-0.34550206073041523
2025-06-04,-0.33970278156942313
2025-06-05,-0.3443624339108301
2025-06-06,-0.35127302552227224
2025-06-09,-0.35473500826098636
2025-06-10,-0.35783815375616534
2025-06-11,-0.36336872649916163
2025-06-12,-0.36349923980521504
2025-06-13,-0.3641926193877265
2025-06-16,-0.36386636106087245
2025-06-17,-0.36768835900278773
2025-06-18,-0.36213469106677587
2025-06-19,-0.3621355890364847
2025-06-20,-0.364930286319039
2025-06-23,-0.3565547005633317
2025-06-24,-0.3466458385297062
2025-06-25,-0.349812539042092
2025-06-26,-0.3573709180900171
2025-06-27,-0.3554289866034297
2025-06-30,-0.3616287760326916
2025-07-01,-0.36841312980285845
2025-07-02,-0.37851987098339746
2025-07-03,-0.3820646887753233
2025-07-04,-0.37795194760962725
2025-07-07,-0.37998664308899976
2025-07-08,-0.3823512886690724
2025-07-09,-0.38199404179489094
2025-07-10,-0.38224240418813193
2025-07-11,-0.39132974049923586
2025-07-14,-0.3877550123682222
2025-07-15,-0.39166994039929126
2025-07-16,-0.3968358437178209
2025-07-17,-0.3999631742193289
2025-07-18,-0.39945125995370956
2025-07-21,-0.3871128934782817
2025-07-22,-0.39528612877700264
2025-07-23,-0.4024079505321224
2025-07-24,-0.40590883400694366
2025-07-25,-0.4021524758753465
2025-07-28,-0.3917590644787329
2025-07-29,-0.4019449518680833
2025-07-30,-0.40395491293747665
2025-07-31,-0.41196502844859484
2025-08-01,-0.4132343992340075
2025-08-04,-0.4151032262247566
2025-08-05,-0.417598405852212
2025-08-06,-0.41874186768170707
2025-08-07,-0.418351844248984
2025-08-08,-0.42500130960167115
2025-08-11,-0.4252720075168911
2025-08-12,-0.42208123615270354
2025-08-13,-0.4239856636140946
2025-08-14,-0.43482341482967635
2025-08-15,-0.42805892602285045
2025-08-18,-0.4240669347678031
2025-08-19,-0.43004423530533986
2025-08-20,-0.4335092729064066
2025-08-21,-0.44946540066925367
2025-08-22,-0.44474614432852677
2025-08-25,-0.451438693320254
2025-08-26,-0.45476371491008005
2025-08-27,-0.44381866476743304
2025-08-28,-0.44922899398053684
2025-08-29,-0.44383057633622214
2025-09-01,-0.44358667870356405
2025-09-02,-0.4455150696596375
2025-09-03,-0.44640990908102207
2025-09-04,-0.4555654816888579
2025-09-05,-0.45749699926108567
2025-09-08,-0.45844503183806473
2025-09-09,-0.4639437189128012
2025-09-10,-0.4534426837276938
2025-09-11,-0.4504224754238453
2025-09-12,-0.4521817360915724
2025-09-15,-0.4532960882698662
2025-09-16,-0.4488740586712042
2025-09-17,-0.45375085874592624
2025-09-18,-0.45894768987294754
2025-09-19,-0.47333223437833616
2025-09-22,-0.4759941554931659
2025-09-23,-0.47812831333657835
2025-09-24,-0.46803514066207175
2025-09-25,-0.47742802667726814
2025-09-26,-0.4798420870050516
2025-09-29,-0.4785403943990454
2025-09-30,-0.4682132969790317
2025-10-09,-0.47444935863491844
2025-10-10,-0.4802137442835668
2025-10-13,-0.49822690430276484
2025-10-14,-0.5072516952471424
2025-10-15,-0.5056265900394086
2025-10-16,-0.5027520138341564
2025-10-17,-0.5058691901895984
2025-10-20,-0.5084903570644574
2025-10-21,-0.5095301449843033
2025-10-22,-0.5109346858436676
2025-10-23,-0.5190553515688368
2025-10-24,-0.513258522599453
2025-10-27,-0.5132263927224539
2025-10-28,-0.520467786032019
2025-10-29,-0.5212191554511898
2025-10-30,-0.515612329803723
2025-10-31,-0.5147164992986581
2025-11-03,-0.5087166665193719
2025-11-04,-0.5140511982145279
2025-11-05,-0.5036705265972188
2025-11-06,-0.5043985736382245
2025-11-07,-0.49896570181251765
2025-11-10,-0.4942843587585368
2025-11-11,-0.4936168674548862
2025-11-12,-0.49858414612214585
2025-11-13,-0.50716397471525
2025-11-14,-0.5130241418398656
2025-11-17,-0.5140733513115012
2025-11-18,-0.5198384798437148
2025-11-19,-0.5203232530642137
2025-11-20,-0.5083533545151154
2025-11-21,-0.5040256099022205
2025-11-24,-0.5100505136763662
2025-11-25,-0.5105366520906917
