报告日,经营活动产生的现金流量,收到原保险合同保费取得的现金,再保险业务产生的现金流入,保户储金及投资款净增加额,客户存款和同业存入款项净增加,买入返售业务资金净减少额,卖出回购金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,处置交易性金融资产净增加额,保证金现金流入,收到的现金资产管理费收入,收到税费返还,收到其他与经营活动有关的现金,经营活动现金流入小计,支付原保险合同赔付款项的现金,支付再保业务产生的现金流出,支付保单红利的现金,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,客户存款和同业存入款项净减少额,保户储金及投资款净减少额,拆入资金净减少额,卖出回购金融资产净减少额,买入返售业务资金净增加额,为交易目的而持有的金融资产净增加额,支付利息、手续费及佣金的现金,支付给职工以及为职工支付的现金,拆出资金净增加额,处置交易性金融资产的净减少额,保证金现金流出,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产收回的现金净额,处置子公司及其他营业单位收到的现金,买入返售金融资产收到的现金,收到的其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,购买子公司及其他营业单位支付的现金净额,保户质押贷款净增加额,买入返售金融资产支付的现金,支付其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,卖出回购金融资产收到的现金,取得借款收到的现金,发行债券收到的现金,收到的其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,回购金融资产支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利,支付的其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加(减少)额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20230930,,522686000000.0,1702000000.0,,,,,,,,,,,2158000000.0,526546000000.0,292782000000.0,4863000000.0,,,,,,,,,,43159000000.0,34798000000.0,,,,21775000000.0,65148000000.0,462757000000.0,63789000000.0,,270393000000.0,34063000000.0,309000000.0,,,41000000.0,304806000000.0,354685000000.0,1107000000.0,,,,349000000.0,356141000000.0,-51335000000.0,,,,292000000.0,24000000000.0,26000000.0,24318000000.0,30460000000.0,6529000000.0,13784000000.0,,,51475000000.0,-27157000000.0,82000000.0,-14621000000.0,,,,,40599000000.0,25978000000.0,定期报告,未审计,20241030,CNY,合并期末,2023-10-30T21:27:02
20230630,,363041000000.0,1543000000.0,,,,,,,,,,,1399000000.0,365983000000.0,187600000000.0,2828000000.0,,,,,,,,,,28684000000.0,23521000000.0,,,,14424000000.0,48862000000.0,306062000000.0,59921000000.0,,186929000000.0,25047000000.0,143000000.0,,,41000000.0,212160000000.0,252130000000.0,847000000.0,,,,84000000.0,253061000000.0,-40901000000.0,,,,282000000.0,24000000000.0,151000000.0,24433000000.0,30111000000.0,19683000000.0,2800000000.0,,,53148000000.0,-28715000000.0,255000000.0,-9440000000.0,17465000000.0,21952000000.0,15016000000.0,19509000000.0,40599000000.0,31159000000.0,定期报告,未审计,20240829,CNY,合并期末,2023-08-29T19:32:03
20230331,,195190000000.0,753000000.0,,,,,,,,,,,3301000000.0,199244000000.0,98388000000.0,,,,,,,,,,,15408000000.0,11703000000.0,,,,4598000000.0,27898000000.0,158031000000.0,41213000000.0,,117230000000.0,9104000000.0,68000000.0,,,,126402000000.0,130538000000.0,430000000.0,,,,106000000.0,131074000000.0,-4672000000.0,,,,,,133000000.0,133000000.0,20000000.0,45912000000.0,301000000.0,,,46471000000.0,-46338000000.0,-17000000.0,-9814000000.0,,,,,40599000000.0,30785000000.0,定期报告,未审计,20240430,CNY,合并期末,2023-04-27T23:17:04
20221231,,641228000000.0,1970000000.0,5668000000.0,,,,,,,,,,9294000000.0,652492000000.0,368358000000.0,10748000000.0,3731000000.0,,,,,,,,,49643000000.0,54626000000.0,,,,20570000000.0,76896000000.0,581371000000.0,71121000000.0,,393076000000.0,49202000000.0,464000000.0,,,,442742000000.0,508525000000.0,6576000000.0,,530000000.0,,396000000.0,515497000000.0,-72755000000.0,,,23292000000.0,215000000.0,3000000000.0,842000000.0,27349000000.0,3804000000.0,,13839000000.0,,,18792000000.0,8557000000.0,400000000.0,7323000000.0,21952000000.0,21910000000.0,19509000000.0,11978000000.0,33276000000.0,40599000000.0,定期报告,是,20240327,CNY,合并期末,2023-03-24T22:17:05
20220930,,465832000000.0,2302000000.0,4936000000.0,,,,,,,,,,5526000000.0,473660000000.0,262507000000.0,6763000000.0,3398000000.0,,,,,,,,,39048000000.0,39969000000.0,,,,22962000000.0,49940000000.0,421481000000.0,52179000000.0,,290853000000.0,35903000000.0,561000000.0,,,,327317000000.0,372353000000.0,1736000000.0,,292000000.0,,300000000.0,374389000000.0,-47072000000.0,,,486000000.0,,3000000000.0,784000000.0,4270000000.0,3560000000.0,,12594000000.0,,,17028000000.0,-12758000000.0,1208000000.0,-6443000000.0,,,,,33276000000.0,26833000000.0,定期报告,未审计,20231031,CNY,合并期末,2022-10-27T21:17:04
20220630,,325873000000.0,1280000000.0,1967000000.0,,,,,,,,,,2469000000.0,329622000000.0,171401000000.0,2717000000.0,2255000000.0,,,,,,,,,25966000000.0,27685000000.0,,,,14772000000.0,37376000000.0,280178000000.0,49444000000.0,,192700000000.0,24192000000.0,109000000.0,,,,217001000000.0,240509000000.0,1056000000.0,,261000000.0,,123000000.0,241688000000.0,-24687000000.0,,,,,3000000000.0,256000000.0,3256000000.0,60000000.0,24043000000.0,2552000000.0,,,27322000000.0,-24066000000.0,347000000.0,1038000000.0,20297000000.0,21910000000.0,15584000000.0,11978000000.0,33276000000.0,34314000000.0,定期报告,未审计,20230830,CNY,合并期末,2022-08-26T20:57:04
20220331,,172712000000.0,,1561000000.0,,,,,,,,,,4657000000.0,179310000000.0,101598000000.0,776000000.0,1880000000.0,,,,,,,,,15654000000.0,12794000000.0,,,,5003000000.0,17607000000.0,155778000000.0,23532000000.0,,113625000000.0,9953000000.0,122000000.0,,,,123700000000.0,129944000000.0,631000000.0,,86000000.0,,171000000.0,130746000000.0,-7046000000.0,,,,,3000000000.0,227000000.0,3227000000.0,58000000.0,16000000000.0,746000000.0,,,17095000000.0,-13868000000.0,-12000000.0,2606000000.0,,,,,33276000000.0,35882000000.0,定期报告,未审计,20230428,CNY,合并期末,2022-04-28T17:27:05
20211231,,600020000000.0,,4206000000.0,,,,,,,,,,5383000000.0,609609000000.0,337457000000.0,8251000000.0,2438000000.0,,,,,,,,,51264000000.0,49964000000.0,,,,17301000000.0,70203000000.0,536878000000.0,72731000000.0,,237562000000.0,41944000000.0,494000000.0,416000000.0,,,280416000000.0,357419000000.0,3655000000.0,,594000000.0,,303000000.0,361971000000.0,-81555000000.0,,,,292000000.0,2000000000.0,,2292000000.0,15247000000.0,8228000000.0,13329000000.0,,177000000.0,38153000000.0,-35861000000.0,-248000000.0,-44933000000.0,21910000000.0,23476000000.0,11978000000.0,55709000000.0,78209000000.0,33276000000.0,定期报告,是,20230325,CNY,合并期末,2022-03-26T11:07:04
20210930,,431517000000.0,,3209000000.0,,,,,,,,,,2668000000.0,437394000000.0,243042000000.0,9228000000.0,2068000000.0,,,,,,,,,39071000000.0,37336000000.0,,,,13128000000.0,46585000000.0,390458000000.0,46936000000.0,,256062000000.0,32489000000.0,508000000.0,416000000.0,,,289475000000.0,337273000000.0,1800000000.0,,433000000.0,,441000000.0,339947000000.0,-50472000000.0,,,,287000000.0,2000000000.0,,2287000000.0,171000000.0,29646000000.0,12376000000.0,,,42885000000.0,-40598000000.0,-98000000.0,-44232000000.0,,,,,78209000000.0,33977000000.0,定期报告,未审计,20221028,CNY,合并期末,2021-10-28T19:07:05
20210630,,296084000000.0,,1972000000.0,,,,,,,,,,1991000000.0,300047000000.0,153758000000.0,1786000000.0,914000000.0,,,,,,,,,27160000000.0,25502000000.0,,,,12127000000.0,30445000000.0,251692000000.0,48355000000.0,,149984000000.0,19171000000.0,478000000.0,416000000.0,,,170049000000.0,182162000000.0,1295000000.0,,342000000.0,,307000000.0,184106000000.0,-14057000000.0,,,,272000000.0,,,272000000.0,106000000.0,59714000000.0,2774000000.0,,,63030000000.0,-62758000000.0,-55000000.0,-28515000000.0,21560000000.0,23476000000.0,28608000000.0,55709000000.0,78209000000.0,49694000000.0,定期报告,未审计,20220827,CNY,合并期末,2021-08-20T19:57:04
20210331,,148828000000.0,,1660000000.0,,,,,,,,,,2810000000.0,153298000000.0,79766000000.0,1471000000.0,614000000.0,,,,,,,,,13995000000.0,13209000000.0,,,,3710000000.0,17335000000.0,130100000000.0,23198000000.0,,57676000000.0,13793000000.0,302000000.0,,,,71771000000.0,87861000000.0,625000000.0,,316000000.0,,59000000.0,88861000000.0,-17090000000.0,,,,,,,0.0,4000000.0,7416000000.0,675000000.0,,7416000000.0,8517000000.0,-8517000000.0,-12000000.0,-2421000000.0,,,,,78209000000.0,75788000000.0,定期报告,未审计,20220429,CNY,合并期末,2021-04-28T20:17:03
20201231,,582492000000.0,,,,,,,,,,,,7180000000.0,589672000000.0,302752000000.0,8589000000.0,2810000000.0,,,,2911000000.0,,,,,64410000000.0,48741000000.0,,,,18031000000.0,109561000000.0,557805000000.0,31867000000.0,,244682000000.0,52309000000.0,202000000.0,594000000.0,,,297787000000.0,336610000000.0,11616000000.0,,787000000.0,,144000000.0,349157000000.0,-51370000000.0,,9000000.0,27563000000.0,592000000.0,8000000000.0,,36164000000.0,,,13748000000.0,,,15050000000.0,21114000000.0,-386000000.0,1225000000.0,23476000000.0,23350000000.0,55709000000.0,53752000000.0,76984000000.0,78209000000.0,定期报告,是,20220326,CNY,合并期末,2021-03-23T20:07:03
20200930,,426658000000.0,,,,,,,,,,,,2941000000.0,429599000000.0,212340000000.0,5220000000.0,2350000000.0,,,,2623000000.0,,,,,52018000000.0,35333000000.0,,,,14296000000.0,88832000000.0,413012000000.0,16587000000.0,,211140000000.0,38299000000.0,157000000.0,594000000.0,,,250190000000.0,286864000000.0,8214000000.0,,583000000.0,,51000000.0,295712000000.0,-45522000000.0,,9000000.0,24844000000.0,205000000.0,8000000000.0,,33058000000.0,,,11137000000.0,,,11880000000.0,21178000000.0,-298000000.0,-8055000000.0,,,,,76984000000.0,68929000000.0,定期报告,未审计,20211029,CNY,合并期末,2020-10-28T20:27:03
20200630,,291793000000.0,,,,,,,,,,,,1880000000.0,293673000000.0,130060000000.0,2547000000.0,1322000000.0,,,,3070000000.0,,,,,35297000000.0,24295000000.0,,,,11442000000.0,66009000000.0,274042000000.0,19631000000.0,,166062000000.0,22637000000.0,117000000.0,594000000.0,,,189410000000.0,226648000000.0,3222000000.0,,307000000.0,,35000000.0,230212000000.0,-40802000000.0,,9000000.0,20486000000.0,149000000.0,8000000000.0,,28644000000.0,,,2060000000.0,,,2550000000.0,26094000000.0,47000000.0,4970000000.0,33538000000.0,23350000000.0,48617000000.0,53752000000.0,76984000000.0,81954000000.0,定期报告,未审计,20210821,CNY,合并期末,2020-08-21T20:27:03
20200331,,145215000000.0,,,,,,,,,,,,4428000000.0,149643000000.0,59098000000.0,1251000000.0,944000000.0,,,,3621000000.0,,,,,16746000000.0,12203000000.0,,,,4777000000.0,49038000000.0,147678000000.0,1965000000.0,,105093000000.0,10786000000.0,58000000.0,,,,115937000000.0,129104000000.0,1939000000.0,,73000000.0,,51000000.0,131167000000.0,-15230000000.0,,,,,8000000000.0,,8000000000.0,,,305000000.0,,2952000000.0,3496000000.0,4504000000.0,27000000.0,-8734000000.0,,,,,76984000000.0,68250000000.0,定期报告,未审计,20210429,CNY,合并期末,2020-04-30T05:17:02
20191231,,564826000000.0,,,,,,,,,,,,6191000000.0,571017000000.0,292847000000.0,3140000000.0,1791000000.0,,,,3345000000.0,,,,,67826000000.0,49841000000.0,,,,17399000000.0,98020000000.0,534209000000.0,36808000000.0,,229888000000.0,41073000000.0,356000000.0,,,,271317000000.0,271300000000.0,5254000000.0,,971000000.0,,91000000.0,277616000000.0,-6299000000.0,,,3374000000.0,,,,3374000000.0,8800000000.0,,8431000000.0,,119000000.0,18555000000.0,-15181000000.0,55000000.0,15383000000.0,23350000000.0,26298000000.0,53752000000.0,35436000000.0,61601000000.0,76984000000.0,定期报告,是,20210324,CNY,合并期末,2020-03-27T22:17:02
20190930,,402242000000.0,,,,,,,,,,,,9176000000.0,411418000000.0,206938000000.0,6859000000.0,1420000000.0,,,,3461000000.0,,,,,49008000000.0,40851000000.0,,,,13382000000.0,73130000000.0,395049000000.0,16369000000.0,,160027000000.0,31931000000.0,303000000.0,,,,192261000000.0,205919000000.0,2622000000.0,,648000000.0,,25000000.0,209214000000.0,-16953000000.0,,,19287000000.0,,,,19287000000.0,800000000.0,,6979000000.0,,119000000.0,8787000000.0,10500000000.0,32000000.0,9948000000.0,,,,,61601000000.0,71549000000.0,定期报告,未审计,20201029,CNY,合并期末,2020-03-13T14:52:10
20190630,,279236000000.0,,,,,,,,,,,,5364000000.0,284600000000.0,135120000000.0,1441000000.0,781000000.0,,,,4147000000.0,,,,,32882000000.0,22717000000.0,,,,9495000000.0,66771000000.0,273354000000.0,11246000000.0,,128897000000.0,20826000000.0,150000000.0,,,,149873000000.0,134833000000.0,2472000000.0,,467000000.0,,8000000.0,137780000000.0,12093000000.0,,,,,,,0.0,,2290000000.0,2530000000.0,,119000000.0,5562000000.0,-5562000000.0,14000000.0,17791000000.0,51149000000.0,26298000000.0,28467000000.0,35436000000.0,61601000000.0,79392000000.0,定期报告,未审计,20200822,CNY,合并期末,2020-03-13T14:52:10
20190331,,143582000000.0,,,,,,,,,,,,3489000000.0,147071000000.0,67822000000.0,2594000000.0,530000000.0,,,,4227000000.0,,,,,16642000000.0,13148000000.0,,,,4057000000.0,49672000000.0,158692000000.0,-11621000000.0,,74433000000.0,10121000000.0,98000000.0,,,,84652000000.0,65954000000.0,596000000.0,,185000000.0,,14000000.0,66749000000.0,17903000000.0,,,,,,,0.0,252000000.0,,633000000.0,,4606000000.0,5491000000.0,-5491000000.0,-54000000.0,737000000.0,,,,,61601000000.0,62338000000.0,定期报告,未审计,20200430,CNY,合并期末,2020-03-13T14:52:10
20181231,,515311000000.0,,,,,,,,,,,,3788000000.0,519099000000.0,272195000000.0,1022000000.0,3383000000.0,,,,6095000000.0,,,,,85566000000.0,44316000000.0,,,,21974000000.0,101351000000.0,535902000000.0,-16803000000.0,,187250000000.0,34671000000.0,363000000.0,,,,222284000000.0,230639000000.0,5116000000.0,,857000000.0,,279000000.0,236891000000.0,-14607000000.0,,5848000000.0,13663000000.0,600000000.0,30000000000.0,,50111000000.0,22600000000.0,,7447000000.0,1590000000.0,,30047000000.0,20064000000.0,128000000.0,-11218000000.0,26298000000.0,25770000000.0,35436000000.0,47186000000.0,72819000000.0,61601000000.0,定期报告,是,20200328,CNY,合并期末,2020-03-13T14:52:10
20180930,,369667000000.0,2712000000.0,,,,,,,,,,,4071000000.0,376450000000.0,196678000000.0,,2846000000.0,,,,4133000000.0,,,,,66952000000.0,31503000000.0,,,1000000000.0,18341000000.0,86652000000.0,407105000000.0,-30655000000.0,,131719000000.0,25481000000.0,285000000.0,,,,157485000000.0,164270000000.0,2456000000.0,,624000000.0,,271000000.0,167621000000.0,-10136000000.0,,,13323000000.0,600000000.0,30000000000.0,13323000000.0,43923000000.0,16600000000.0,,5532000000.0,1586000000.0,,22132000000.0,21791000000.0,149000000.0,-18851000000.0,,,,,72819000000.0,53968000000.0,定期报告,未审计,20191030,CNY,合并期末,2020-03-13T14:52:10
20180630,,258544000000.0,1315000000.0,,,,,,,,,,,1597000000.0,261456000000.0,127398000000.0,,1838000000.0,,,,3208000000.0,,,,,43228000000.0,20461000000.0,,,1000000000.0,13906000000.0,76216000000.0,286255000000.0,-24799000000.0,,93827000000.0,18724000000.0,138000000.0,,,,112689000000.0,121173000000.0,1358000000.0,,411000000.0,,179000000.0,123121000000.0,-10432000000.0,,,11581000000.0,600000000.0,30000000000.0,11581000000.0,42181000000.0,16000000000.0,,3572000000.0,,,19572000000.0,22609000000.0,132000000.0,-12490000000.0,29838000000.0,25770000000.0,31970000000.0,47186000000.0,72819000000.0,60329000000.0,定期报告,未审计,20190824,CNY,合并期末,2020-03-13T14:52:10
20180331,,139925000000.0,,,,,,,,,,,,959000000.0,140884000000.0,67143000000.0,200000000.0,1211000000.0,,,,2858000000.0,,,,,21722000000.0,12005000000.0,,,1155000000.0,4573000000.0,60341000000.0,170053000000.0,-29169000000.0,,82418000000.0,8197000000.0,27000000.0,,,,90642000000.0,81265000000.0,742000000.0,,115000000.0,,127000000.0,82249000000.0,8393000000.0,,,,,,2455000000.0,2455000000.0,,,548000000.0,,,548000000.0,1907000000.0,-51000000.0,-18920000000.0,32813000000.0,25770000000.0,21245000000.0,47186000000.0,72819000000.0,53899000000.0,定期报告,是,20190430,CNY,合并期末,2020-03-13T14:52:10
20171231,,487174000000.0,,6296000000.0,,,,,,,,,,4464000000.0,497934000000.0,252117000000.0,2909000000.0,4587000000.0,,,,,,,,,71360000000.0,39909000000.0,,,1400000000.0,23921000000.0,103756000000.0,498559000000.0,-625000000.0,,241221000000.0,39558000000.0,254000000.0,,,,281176000000.0,255392000000.0,3125000000.0,,,,789000000.0,259306000000.0,21870000000.0,,29000000.0,8160000000.0,,3500000000.0,8160000000.0,11689000000.0,,,6648000000.0,1452000000.0,,6648000000.0,5041000000.0,-196000000.0,26090000000.0,25770000000.0,32196000000.0,47186000000.0,14625000000.0,46729000000.0,72819000000.0,定期报告,是,20190323,CNY,合并期末,2020-03-13T14:52:10
20170930,,360501000000.0,740000000.0,6264000000.0,,,,,,,,,,3255000000.0,370760000000.0,183850000000.0,,3770000000.0,,,,,,,,,48975000000.0,29441000000.0,,,200000000.0,19279000000.0,93207000000.0,378722000000.0,-7962000000.0,,163744000000.0,25927000000.0,173000000.0,,,,190077000000.0,169289000000.0,1241000000.0,,,,204000000.0,170734000000.0,19343000000.0,,,,,3500000000.0,,3500000000.0,,,4846000000.0,1448000000.0,589000000.0,5435000000.0,-1935000000.0,-195000000.0,9251000000.0,,,,,46729000000.0,55980000000.0,招股说明书/意向书,未审计,20181115,CNY,合并期末,2020-03-13T14:52:10
20170630,,258088000000.0,,5860000000.0,,,,,,,,,,1311000000.0,265259000000.0,121981000000.0,930000000.0,2798000000.0,,,,,,,,,32433000000.0,18523000000.0,,,200000000.0,13351000000.0,78559000000.0,268775000000.0,-3516000000.0,,141353000000.0,17793000000.0,80000000.0,,,,159523000000.0,140910000000.0,876000000.0,,,,152000000.0,141938000000.0,17585000000.0,,,,,,1313000000.0,1313000000.0,,,1532000000.0,,,1532000000.0,-219000000.0,-61000000.0,13789000000.0,,,,,46729000000.0,60518000000.0,其他,是,20170929,CNY,合并期末,2020-03-13T14:52:10
